domain,pipeline_status,shopify_score,india_score,category,tagline_or_description,state,logo_url,emails,phones,socials,shopify_evidence,india_evidence,auto_shopify_check,auto_india_check,auto_logo_check,auto_state_check,auto_contacts_check,auto_socials_check,auto_audit_confidence,auto_audit_notes,manual_shopify_correct,manual_india_correct,manual_logo_correct,manual_state_correct,manual_contacts_correct,manual_notes
https://leshva.com,ACCEPTED,12,8,Women's Apparel,"Discover Léshva’s occasion wear for weddings, parties, and festive celebrations. Explore thoughtfully designed styles crafted for elevated moments.Explore Now.",Karnataka,https://leshva.com/cdn/shop/files/Leshva_logo_variation_Recovered_-12.png?v=1754977395&width=1445,"[""leshvabridal@gmail.com"", ""lioraabridal@gmail.com""]","[""+919845638021""]","{""instagram"": ""https://instagram.com/leshvabridal"", ""facebook"": ""https://facebook.com/profile.php"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://leshva.com"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://leshva.com"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://leshva.com"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://leshva.com"", ""value"": ""lioraa1.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://leshva.com"", ""value"": ""shopify-section""}, {""signal"": ""powered_by_shopify"", ""weight"": 1, ""source_url"": ""https://leshva.com"", ""value"": ""Powered by Shopify""}]","[{""signal"": ""india_phone"", ""weight"": 2, ""source_url"": ""https://leshva.com"", ""value"": ""+919845638021""}, {""signal"": ""india_state_or_city"", ""weight"": 1, ""source_url"": ""https://leshva.com"", ""value"": ""Bengaluru""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://leshva.com"", ""value"": ""Rs. 3""}, {""signal"": ""explicit_india_address"", ""weight"": 3, ""source_url"": ""https://leshva.com/pages/about-us"", ""value"": ""India""}, {""signal"": ""india_shipping"", ""weight"": 1, ""source_url"": ""https://leshva.com/policies/shipping-policy"", ""value"": ""Shipping Costs Domestic Shipping (Within India""}]",PASS,PASS,PASS,PASS,PASS,PASS,HIGH,"shopify: current score 12, signals myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 8; strong evidence explicit_india_address,india_phone,contextual_business_state:Karnataka; all signals explicit_india_address,india_phone,india_shipping,india_state_or_city,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: stored state matches current contextual business-location evidence: Karnataka | contacts: confirmed 2 email(s) and 1 phone(s) on merchant pages | socials: confirmed 2 merchant-page social profile link(s)",,,,,,
https://levi.in,ACCEPTED,11,6,Men's Apparel,"Shop the latest collection of men's and women's clothing online at Levi's India. Explore the trendy jeans, jackets, t-shirts, and more for both men and women.",,https://levi.in/cdn/shop/files/logo_his_res.png?v=1697785388&width=500,"[""customercare@levi.in"", ""feedbacklevi@levi.in""]","[""+9118001020501"", ""+9118001235384""]","{""instagram"": ""https://instagram.com/levis_in"", ""facebook"": null, ""twitter"": ""https://x.com/LEVIS"", ""linkedin"": null, ""youtube"": ""https://youtube.com/@LEVIS""}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://levi.in"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://levi.in"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://levi.in"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://levi.in"", ""value"": ""levis-india-store.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://levi.in"", ""value"": ""shopify-section""}]","[{""signal"": ""explicit_india_address"", ""weight"": 3, ""source_url"": ""https://levi.in"", ""value"": ""India""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://levi.in"", ""value"": ""₹3""}, {""signal"": ""dot_in_domain"", ""weight"": 1, ""source_url"": ""https://levi.in"", ""value"": ""levi.in""}, {""signal"": ""india_shipping"", ""weight"": 1, ""source_url"": ""https://levi.in/pages/shipping-terms"", ""value"": ""Shipping terms – Levis India""}]",PASS,PASS,PASS,MISSING,PASS,PASS,HIGH,"shopify: current score 11, signals myshopify_reference,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 6; strong evidence explicit_india_address; all signals dot_in_domain,explicit_india_address,india_shipping,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: no stored state and no current contextual business state | contacts: confirmed 2 email(s) and 2 phone(s) on merchant pages | socials: confirmed 3 merchant-page social profile link(s)",,,,,,
https://lightcareindia.in,ACCEPTED,12,15,Other,"Chop, slice, and dice vegetables with confidence using this multifunctional vegetable cutter. Designed for safety and convenience, it features a secure grip handle that keeps your fingers away from sharp blades while you work. The mess-free design contains vegetable pieces, reducing cleanup time in your kitchen. Perfect for preparing salads, stir-fries, and everyday meals quickly and efficiently. Ideal for home cooks and busy families looking to simplify meal prep without compromising on precis…",Telangana,https://lightcareindia.in/cdn/shop/files/Untitled_design_2.webp?v=1783668197&width=500,"[""care@lightcareindia.in""]","[""+917207183706""]","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://lightcareindia.in"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://lightcareindia.in"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://lightcareindia.in"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://lightcareindia.in"", ""value"": ""zpw82z-kx.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://lightcareindia.in"", ""value"": ""shopify-section""}, {""signal"": ""powered_by_shopify"", ""weight"": 1, ""source_url"": ""https://lightcareindia.in"", ""value"": ""Powered by Shopify""}]","[{""signal"": ""india_phone"", ""weight"": 2, ""source_url"": ""https://lightcareindia.in"", ""value"": ""+91 72071 83706""}, {""signal"": ""explicit_india_address"", ""weight"": 3, ""source_url"": ""https://lightcareindia.in"", ""value"": ""India""}, {""signal"": ""india_pincode"", ""weight"": 2, ""source_url"": ""https://lightcareindia.in"", ""value"": ""500081""}, {""signal"": ""india_state_or_city"", ""weight"": 1, ""source_url"": ""https://lightcareindia.in"", ""value"": ""Hyderabad""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://lightcareindia.in"", ""value"": ""Rs. 0""}, {""signal"": ""dot_in_domain"", ""weight"": 1, ""source_url"": ""https://lightcareindia.in"", ""value"": ""lightcareindia.in""}, {""signal"": ""clear_indian_physical_address"", ""weight"": 4, ""source_url"": ""https://lightcareindia.in"", ""value"": ""Hyderabad 500081""}, {""signal"": ""india_shipping"", ""weight"": 1, ""source_url"": ""https://lightcareindia.in/policies/shipping-policy"", ""value"": ""Shipping policy – LightCare India""}]",PASS,PASS,PASS,PASS,PASS,MISSING,HIGH,"shopify: current score 12, signals myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 15; strong evidence clear_indian_physical_address,explicit_india_address,india_phone,india_pincode,contextual_business_state:Telangana; all signals clear_indian_physical_address,dot_in_domain,explicit_india_address,india_phone,india_pincode,india_shipping,india_state_or_city,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: stored state matches current contextual business-location evidence: Telangana | contacts: confirmed 1 email(s) and 1 phone(s) on merchant pages | socials: no stored social profile URLs",,,,,,
https://lightsandliving.com,ACCEPTED,11,7,Other,"Buy chandeliers online in India. Find large collections of jhoomar lights, ceiling light, hanging lamp and wall lights at our Bangalore based lighting shop.",,https://www.lightsandliving.com/cdn/shop/files/L_L_primary_logo_default.png?v=1738844331&width=400,"[""info@lightsandliving.com""]","[""+919886098970""]","{""instagram"": ""https://instagram.com/lightsandliving_store"", ""facebook"": ""https://facebook.com/Lightnliving"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://www.lightsandliving.com/"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://www.lightsandliving.com/"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://www.lightsandliving.com/"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://www.lightsandliving.com/"", ""value"": ""light-and-living.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://www.lightsandliving.com/"", ""value"": ""shopify-section""}]","[{""signal"": ""india_phone"", ""weight"": 2, ""source_url"": ""https://www.lightsandliving.com/"", ""value"": ""+91 9886098970""}, {""signal"": ""explicit_india_address"", ""weight"": 3, ""source_url"": ""https://www.lightsandliving.com/"", ""value"": ""India""}, {""signal"": ""india_state_or_city"", ""weight"": 1, ""source_url"": ""https://www.lightsandliving.com/"", ""value"": ""Bangalore""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://www.lightsandliving.com/"", ""value"": ""Rs. 3""}]",PASS,PASS,PASS,MISSING,PASS,PASS,HIGH,"shopify: current score 11, signals myshopify_reference,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 7; strong evidence explicit_india_address,india_phone; all signals explicit_india_address,india_phone,india_state_or_city,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: no stored state and no current contextual business state | contacts: confirmed 1 email(s) and 1 phone(s) on merchant pages | socials: confirmed 2 merchant-page social profile link(s)",,,,,,
https://liilolifestyle.com,ACCEPTED,12,9,Women's Apparel,"Liilo offers hand-embroidered, made-to-order dresses and co-ords in premium fabrics perfect for summer, travel, special occasions, and everyday elegance.",Haryana,https://liilolifestyle.com/cdn/shop/files/IMG_9279.jpg?v=1709409421&width=500,"[""reach.liilo@gmail.com""]","[""+918708998144""]","{""instagram"": ""https://instagram.com/liilo.studio"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""02faf2-30.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""shopify-section""}, {""signal"": ""powered_by_shopify"", ""weight"": 1, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""Powered by Shopify""}]","[{""signal"": ""india_pincode"", ""weight"": 2, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""132103""}, {""signal"": ""india_state_or_city"", ""weight"": 1, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""Haryana""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""Rs. 5""}, {""signal"": ""clear_indian_physical_address"", ""weight"": 4, ""source_url"": ""https://liilolifestyle.com"", ""value"": ""Haryana 132103""}, {""signal"": ""india_shipping"", ""weight"": 1, ""source_url"": ""https://liilolifestyle.com/pages/shipping-policy"", ""value"": ""Shipping Policy Domestic Orders (India""}]",PASS,PASS,PASS,PASS,PASS,PASS,HIGH,"shopify: current score 12, signals myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 9; strong evidence clear_indian_physical_address,india_pincode,contextual_business_state:Haryana; all signals clear_indian_physical_address,india_pincode,india_shipping,india_state_or_city,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: stored state matches current contextual business-location evidence: Haryana | contacts: confirmed 1 email(s) and 1 phone(s) on merchant pages | socials: confirmed 1 merchant-page social profile link(s)",,,,,,
https://likenlike.in,ACCEPTED,12,12,Kids & Baby,"Official online store of LIKE N LIKE Showroom Vijayawada. Shop trending Women Ethnic Wear, Kurtis, Anarkali Suits, Menswear & Kids Wear at best prices with Free Shipping.",Andhra Pradesh,https://www.likenlike.in/cdn/shop/files/like_n_like.png?v=1780400254&width=500,"[""showroomlikenlike@gmail.com"", ""venkateshlikenlike@gmail.com""]","[""+918019148731"", ""+918184986339"", ""+918184986599"", ""+919848248731""]","{""instagram"": ""https://instagram.com/like_n_like_showroom_vij"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@likenlikeshowroom""}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://www.likenlike.in/"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://www.likenlike.in/"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://www.likenlike.in/"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://www.likenlike.in/"", ""value"": ""iuxt4r-mh.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://www.likenlike.in/"", ""value"": ""shopify-section""}, {""signal"": ""powered_by_shopify"", ""weight"": 1, ""source_url"": ""https://www.likenlike.in/"", ""value"": ""Powered by Shopify""}]","[{""signal"": ""india_phone"", ""weight"": 2, ""source_url"": ""https://www.likenlike.in/"", ""value"": ""+91 8184986599""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://www.likenlike.in/"", ""value"": ""Rs. 0""}, {""signal"": ""dot_in_domain"", ""weight"": 1, ""source_url"": ""https://www.likenlike.in/"", ""value"": ""www.likenlike.in""}, {""signal"": ""india_state_or_city"", ""weight"": 1, ""source_url"": ""https://www.likenlike.in/pages/contact-us"", ""value"": ""Andhra Pradesh""}, {""signal"": ""india_pincode"", ""weight"": 2, ""source_url"": ""https://www.likenlike.in/pages/about-us"", ""value"": ""520003""}, {""signal"": ""clear_indian_physical_address"", ""weight"": 4, ""source_url"": ""https://www.likenlike.in/pages/about-us"", ""value"": ""Andhra Pradesh 520003""}, {""signal"": ""india_shipping"", ""weight"": 1, ""source_url"": ""https://www.likenlike.in/pages/shipping-policy"", ""value"": ""delivered within 3–7 working days across India""}]",PASS,PASS,PASS,PASS,PASS,PASS,HIGH,"shopify: current score 12, signals myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 12; strong evidence clear_indian_physical_address,india_phone,india_pincode,contextual_business_state:Andhra Pradesh; all signals clear_indian_physical_address,dot_in_domain,india_phone,india_pincode,india_shipping,india_state_or_city,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: stored state matches current contextual business-location evidence: Andhra Pradesh | contacts: confirmed 2 email(s) and 4 phone(s) on merchant pages | socials: confirmed 2 merchant-page social profile link(s)",,,,,,
https://limebymanika.com,ACCEPTED,11,14,Jewellery,Bows & Charries Charmed Necklace,Maharashtra,https://limebymanika.com/cdn/shop/files/Lime_logo_png.png?v=1747985700&width=500,"[""limebymanika@gmail.com""]","[""+919930402899""]","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://limebymanika.com"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://limebymanika.com"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://limebymanika.com"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://limebymanika.com"", ""value"": ""limebymanika.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://limebymanika.com"", ""value"": ""shopify-section""}]","[{""signal"": ""india_phone"", ""weight"": 2, ""source_url"": ""https://limebymanika.com"", ""value"": ""+91 9930402899""}, {""signal"": ""explicit_india_address"", ""weight"": 3, ""source_url"": ""https://limebymanika.com"", ""value"": ""India""}, {""signal"": ""india_pincode"", ""weight"": 2, ""source_url"": ""https://limebymanika.com"", ""value"": ""400095""}, {""signal"": ""india_state_or_city"", ""weight"": 1, ""source_url"": ""https://limebymanika.com"", ""value"": ""Mumbai""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://limebymanika.com"", ""value"": ""Rs. 1""}, {""signal"": ""clear_indian_physical_address"", ""weight"": 4, ""source_url"": ""https://limebymanika.com"", ""value"": ""Mumbai 400095""}, {""signal"": ""india_shipping"", ""weight"": 1, ""source_url"": ""https://limebymanika.com/policies/shipping-policy"", ""value"": ""shipments from the date of shipment within India""}]",PASS,PASS,PASS,PASS,PASS,MISSING,HIGH,"shopify: current score 11, signals myshopify_reference,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 14; strong evidence clear_indian_physical_address,explicit_india_address,india_phone,india_pincode,contextual_business_state:Maharashtra; all signals clear_indian_physical_address,explicit_india_address,india_phone,india_pincode,india_shipping,india_state_or_city,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: stored state matches current contextual business-location evidence: Maharashtra | contacts: confirmed 1 email(s) and 1 phone(s) on merchant pages | socials: no stored social profile URLs",,,,,,
https://littleboxindia.com,ACCEPTED,11,12,Footwear,"Shop from our wide range of women's platforms, flatforms, heels, flats, mules, oxfords, loafers for men, trousers, tops, t-shirts, winter wears and co-ords.",Uttar Pradesh,https://cdn.shopify.com/s/files/1/0604/6957/5837/files/sdvde.png?v=1661172050,"[""operations@littleboxindia.com""]","[""+917099015046""]","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://littleboxindia.com"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://littleboxindia.com"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://littleboxindia.com"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://littleboxindia.com"", ""value"": ""lbindia.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://littleboxindia.com"", ""value"": ""shopify-section""}]","[{""signal"": ""explicit_india_address"", ""weight"": 3, ""source_url"": ""https://littleboxindia.com"", ""value"": ""India""}, {""signal"": ""india_pincode"", ""weight"": 2, ""source_url"": ""https://littleboxindia.com"", ""value"": ""201301""}, {""signal"": ""india_state_or_city"", ""weight"": 1, ""source_url"": ""https://littleboxindia.com"", ""value"": ""Noida""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://littleboxindia.com"", ""value"": ""₹ 9""}, {""signal"": ""india_shipping"", ""weight"": 1, ""source_url"": ""https://littleboxindia.com"", ""value"": ""DELIVERY PAN-INDIA EASY 7-DAY RETURN & EXCHANGE 100% SECURE CHECKOUT PROUDLY MADE IN INDIA""}, {""signal"": ""clear_indian_physical_address"", ""weight"": 4, ""source_url"": ""https://littleboxindia.com"", ""value"": ""Noida 201301""}]",PASS,PASS,PASS,PASS,PASS,MISSING,HIGH,"shopify: current score 11, signals myshopify_reference,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 12; strong evidence clear_indian_physical_address,explicit_india_address,india_pincode,contextual_business_state:Uttar Pradesh; all signals clear_indian_physical_address,explicit_india_address,india_pincode,india_shipping,india_state_or_city,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: stored state matches current contextual business-location evidence: Uttar Pradesh | contacts: confirmed 1 email(s) and 1 phone(s) on merchant pages | socials: no stored social profile URLs",,,,,,
https://littlejoycompany.com,ACCEPTED,12,13,Kids & Baby,Customize it with your child's name or initials in vibrant colors for...,Maharashtra,https://www.littlejoycompany.com/cdn/shop/files/ONLY_LOGO_ICON_21de97c6-8b1f-48d5-83d5-b536668e2691.png?v=1728556508&width=500,"[""littlejoy.in2022@gmail.com""]","[""+916262787842""]","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""f16afb-22.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""shopify-section""}, {""signal"": ""powered_by_shopify"", ""weight"": 1, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""Powered by Shopify""}]","[{""signal"": ""india_phone"", ""weight"": 2, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""+91 6262787842""}, {""signal"": ""india_pincode"", ""weight"": 2, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""400004""}, {""signal"": ""india_state_or_city"", ""weight"": 1, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""Mumbai""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""Rs. 0""}, {""signal"": ""clear_indian_physical_address"", ""weight"": 4, ""source_url"": ""https://www.littlejoycompany.com/"", ""value"": ""Mumbai 400004""}, {""signal"": ""explicit_india_address"", ""weight"": 3, ""source_url"": ""https://www.littlejoycompany.com/pages/contact"", ""value"": ""India""}]",PASS,PASS,PASS,PASS,PASS,MISSING,HIGH,"shopify: current score 12, signals myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 13; strong evidence clear_indian_physical_address,explicit_india_address,india_phone,india_pincode,contextual_business_state:Maharashtra; all signals clear_indian_physical_address,explicit_india_address,india_phone,india_pincode,india_state_or_city,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: stored state matches current contextual business-location evidence: Maharashtra | contacts: confirmed 1 email(s) and 1 phone(s) on merchant pages | socials: no stored social profile URLs",,,,,,
https://littlesurprisebox.com,ACCEPTED,12,10,Kids & Baby,"Little Surprise Box is here to glam up the Little Fashionistas of India , for we firmly believe that availability of the right quality product and playfulness with a high level of style is essential for children today.",Maharashtra,https://littlesurprisebox.com/cdn/shop/files/Purple_Logo_PNG.png?v=1771324312&width=500,"[""happysmiles@littlesurprisebox.com"", ""kawaljeet@littlesurprisebox.com"", ""littlesurprisebox@outlook.com"", ""swapna@littlesurprisebox.com""]","[""+917869678787"", ""+919967052566""]","{""instagram"": ""https://instagram.com/littlesurprisebox"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}","[{""signal"": ""shopify_theme"", ""weight"": 3, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""Shopify.theme""}, {""signal"": ""shopify_cdn"", ""weight"": 3, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""cdn.shopify.com""}, {""signal"": ""shopify_analytics"", ""weight"": 2, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""ShopifyAnalytics""}, {""signal"": ""myshopify_reference"", ""weight"": 2, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""12d4a1.myshopify.com""}, {""signal"": ""shopify_section"", ""weight"": 1, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""shopify-section""}, {""signal"": ""powered_by_shopify"", ""weight"": 1, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""Powered by Shopify""}]","[{""signal"": ""india_phone"", ""weight"": 2, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""+91-7869678787""}, {""signal"": ""india_pincode"", ""weight"": 2, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""400061""}, {""signal"": ""india_state_or_city"", ""weight"": 1, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""Mumbai""}, {""signal"": ""inr_pricing"", ""weight"": 1, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""₹2""}, {""signal"": ""clear_indian_physical_address"", ""weight"": 4, ""source_url"": ""https://littlesurprisebox.com"", ""value"": ""Mumbai 400061""}]",PASS,PASS,PASS,PASS,PASS,PASS,HIGH,"shopify: current score 12, signals myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme; stored myshopify_reference,powered_by_shopify,shopify_analytics,shopify_cdn,shopify_section,shopify_theme | india: current score 10; strong evidence clear_indian_physical_address,india_phone,india_pincode,contextual_business_state:Maharashtra; all signals clear_indian_physical_address,india_phone,india_pincode,india_state_or_city,inr_pricing | logo: stored logo matches the current semantic logo candidate | state: stored state matches current contextual business-location evidence: Maharashtra | contacts: confirmed 4 email(s) and 2 phone(s) on merchant pages | socials: confirmed 1 merchant-page social profile link(s)",,,,,,
