domain_url,contacts,socials,category,tagline_or_description,logo_url,state,shopify_score,india_score
https://adenluxuryperfumes.com,"{""emails"": [""admin@adenluxuryperfumes.com""], ""phones"": [""+917738672527""]}","{""instagram"": ""https://instagram.com/anchalsstylehub"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Other,"Shop 100% alcohol-free luxury attars & oud perfumes online. COD available. Free shipping on prepaid orders. Skin-safe, long-lasting fragrances starting ₹599.",https://www.adenluxuryperfumes.com/cdn/shop/files/aden_new_logo_png.png?v=1749015866&width=500,Maharashtra,12,11
https://adikala.in,"{""emails"": [""contact@adikala.in""], ""phones"": [""+918130507350"", ""+919711004442""]}","{""instagram"": ""https://instagram.com/adikala.in"", ""facebook"": ""https://facebook.com/adikala.in"", ""twitter"": null, ""linkedin"": ""https://linkedin.com/company/86711258"", ""youtube"": ""https://youtube.com/channel/UC1LdmPufbIbAmBWAX9C2qvw""}",Home Decor,"Shop premium DIY art & craft supplies online in India – applique, flowers, beads, sequins, décor & more. Best quality, fast delivery & COD available.",https://cdn.shopify.com/s/files/1/0269/7075/1043/files/adikala300px.jpg,Delhi,12,9
https://admireme.in,"{""emails"": [""support@admireme.in""], ""phones"": [""+917340154090"", ""+919057522695""]}","{""instagram"": ""https://instagram.com/admireme.in"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Women's Apparel,"For any query related to your order or product kindly mail us at support@admireme.in or call/chat us at our whatsapp support: 917340154090 Address: Gearworth C-5, Airport Enclave, Jagtapura, Jaipur 302017",https://admireme.in/cdn/shop/files/admire_me_logo_transparent_762x.png?v=1776182974,Rajasthan,12,15
https://adviblouses.com,"{""emails"": [""advidesigner@gmail.com"", ""sales@bindigasm.com""], ""phones"": [""+918827689457"", ""+919755078223"", ""+919993585223""]}","{""instagram"": ""https://instagram.com/advi_saree_blouses"", ""facebook"": ""https://facebook.com/adviblouses"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/channel/UCkxd2F8tFjcW4sBcP9No5KQ""}",Women's Apparel,"Readymade Blouses, Stretchable Saree Blouses, Indian, Lycra blouse, fancy blouse, traditional blouse, designer blouse, wedding blouse. Saree blouse, Golden Blouse, red blouse, rani blouse, black blouse, cotton blouse, dobby blouse, saree blouse, latest blouse designs, embroidery blouse, trendy blouse, stitched blouse.",https://www.adviblouses.com/cdn/shop/files/advi-logo_6b3fe132-8514-427c-8e91-99902ed33187.jpg?v=1700741496&width=500,,12,8
https://aestheticcreations.in,"{""emails"": [""kattasakshi01@gmail.com""], ""phones"": [""+919636472590""]}","{""instagram"": ""https://instagram.com/aesthetic.creation"", ""facebook"": ""https://facebook.com/aesthetic creations by sakshi katta"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Accessories,Celebrate the eternal bond of love and togetherness with the Pair...,,Rajasthan,12,12
https://ahooza.com,"{""emails"": [""support@ahooza.com""], ""phones"": [""+918299213112""]}","{""instagram"": ""https://instagram.com/ahooza_online_book_shop"", ""facebook"": ""https://facebook.com/ahooza.comonlinebookshop"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/channel/UCLBB6zJCuJJeLrBDgLkuzpg""}",Women's Apparel,"Attribute Information Website: ahooza.com Address: Vikash Kumar, 23/A NH2 Rooma Rooma, Kanpur Nagar, Uttar Pradesh, India, Pin Code: 208001 Telephone: 8299213112 Call or WhatsApp 10 am to 6 pm Email: support@ahooza.com",https://www.ahooza.com/cdn/shop/files/ahooza.com-logo_1.png?v=1779034542&width=500,Uttar Pradesh,12,14
https://airtex.in,"{""emails"": [""support@airtex.in""], ""phones"": [""+916290575085"", ""+917980774736""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Other,Feel free to fill out the form below to get in touch with us OR email us directly at: support@airtex.in OR call us directly at 6290575085,https://airtex.in/cdn/shop/files/logo_new2_8a136749-0cc5-49fc-8590-f93f4f7b97d9.jpg?v=1674054131&width=500,West Bengal,12,18
https://ajahlife.com,"{""emails"": [""info@ajahlife.com""], ""phones"": [""+919694039162""]}","{""instagram"": ""https://instagram.com/ajah.life"", ""facebook"": ""https://facebook.com/Ajahlife1"", ""twitter"": ""https://x.com/Ajahlife156887"", ""linkedin"": null, ""youtube"": ""https://youtube.com/@ajahlife1""}",Pet Supplies,"Discover Ajahlife's collection of men's jewelry, including buttons, cufflinks, lapel pins, and dog tags. Elevate your style with premium men's accessories.",https://ajahlife.com/cdn/shop/files/ajah-logo.png?v=1688551955&width=637,Rajasthan,12,14
https://akiso.store,"{""emails"": [""customercare@akiso.store""], ""phones"": [""+919205998988"", ""+919354671675""]}","{""instagram"": ""https://instagram.com/akisostore"", ""facebook"": ""https://facebook.com/akiso.store"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@akisostore""}",Fashion,"Akiso offers authentic, cotton yoga clothes for women & men. Buy pure cotton yoga pants,sets,dress designed for comfort.",https://akiso.store/cdn/shop/files/Akiso_LOGO_PnG.png?v=1614335065&width=500,Haryana,12,14
https://akshatrends.in,"{""emails"": [""akshatrends@gmail.com""], ""phones"": [""+916374018804"", ""+916383848360""]}","{""instagram"": ""https://instagram.com/akshatrends_jewels"", ""facebook"": ""https://facebook.com/akshatrendsjewels"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/channel/UCMmhMMjE5BILo_L_Ema-biw""}",Jewellery,"Temple Jewellery, Necklace, Chokers, Bangles, Earrings, Jhumkas, Bridals, American diamond, Golden Jewellery, Matt finish, Budget Jewellery, Kemp, Antique Jewellery, Nakshi Jewellery, Saree, Softsilk Saree, kurti, dress, Apparel, Boutique",https://www.akshatrends.in/cdn/shop/files/photo-output_4e81d241-5b8b-497a-acd7-e67ee950979b.jpg?v=1718691183&width=616,Tamil Nadu,12,12
https://alaknandadiamond.com,"{""emails"": [""info@alaknandadiamond.com""], ""phones"": [""+918200219210""]}","{""instagram"": ""https://instagram.com/alaknandadiamond"", ""facebook"": ""https://facebook.com/profile.php"", ""twitter"": ""https://x.com/alaknanda44661"", ""linkedin"": null, ""youtube"": ""https://youtube.com/channel/UCge9NmEBVc5sZn3Mt4fN6lA""}",Jewellery,"Discover Alaknanda, where passion meets precision in diamonds jewelry. Learn about our exquisite diamonds pendants and artisanal craftsmanship. Explore now!",https://alaknandadiamond.com/cdn/shop/files/Logo.png?v=1718523461&width=500,Gujarat,12,14
https://alatoolaccessories.com,"{""emails"": [""alatoolaccessories@gmail.com""], ""phones"": [""+919739699596""]}","{""instagram"": ""https://instagram.com/alatool_accessorieshttps://www.instagram.com/alatool.accessories"", ""facebook"": ""https://facebook.com/alatool.accessories"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@AlatoolAccessories""}",Accessories,"Shop Now! We are your one-stop shop for all your high-quality accessories for bikes and scooters at Alatool Accessories, Bangalore, India. We have everything you need to customize and upgrade your motor bike or scooter. Shop now for the best prices and worldwide shipping. Get the best online at your door steps. JC Road",https://alatoolaccessories.com/cdn/shop/files/alatool_accessories_logo_png_rectangle.png?v=1742870531&width=500,Karnataka,12,17
https://alika.in,"{""emails"": [""hello@alika.in""], ""phones"": [""+918157025332""]}","{""instagram"": ""https://instagram.com/alikafashions"", ""facebook"": ""https://facebook.com/alikafabs"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Fashion,"Discover Alika’s elegant collection of handcrafted sarees, designer kurtis, and cutwork styles. Perfect for weddings, festivals, and everyday elegance. Shop timeless ethnic fashion online today.",https://www.alika.in/cdn/shop/files/alikalogo_black11_a7c97a18-c4a8-4a77-a987-1c7118778b50.png?v=1677574460&width=400,Kerala,11,18
https://alittleextra.co.in,"{""emails"": [""help.alittleextra@gmail.com""], ""phones"": [""+919599272805""]}","{""instagram"": ""https://instagram.com/alittleextra.co.in"", ""facebook"": ""https://facebook.com/alittlextra.in"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Jewellery,"For assistance or inquiries regarding your order, please contact us at help.alittleextra@gmail.com Contact Details Please ensure that all contact details, including the country code and zip code, are entered correctly. Contact Us For further information or queries related to your order dispatch, reach out during our o",https://alittleextra.co.in/cdn/shop/files/NEWMEW.png?v=1774585294&width=500,,12,6
https://allayurved.com,"{""emails"": [""allayurvedic@gmail.com"", ""contact@allayurved.com"", ""songaraallayurvedic@gmail.com""], ""phones"": [""+917999905569"", ""+918849439312"", ""+919510724776""]}","{""instagram"": ""https://instagram.com/allayurvedic"", ""facebook"": ""https://facebook.com/officialallayurvedic"", ""twitter"": ""https://x.com/allayurved"", ""linkedin"": null, ""youtube"": null}",Health & Wellness,"Discover the leading platform for the export of ayurvedic products, offering high-quality herbal remedies and wellness solutions tailored for global markets",https://www.allayurved.com/cdn/shop/files/Songara_All_Ayurvedic_New_Logo.jpg?v=1630526873&width=500,Gujarat,12,12
https://allgoodscents.com,"{""emails"": [""care@allgoodscents.com""], ""phones"": [""+917859934386""]}","{""instagram"": ""https://instagram.com/allgoodscents"", ""facebook"": ""https://facebook.com/allgoodscents"", ""twitter"": ""https://x.com/all_good_scents"", ""linkedin"": ""https://linkedin.com/company/all-good-scents"", ""youtube"": ""https://youtube.com/user/allgoodscents""}",Other,"Explore expert-led perfumery training, workshops, and a curated selection of niche perfumes. Learn the art of scent and shop unique fragrances online.",https://allgoodscents.com/cdn/shop/files/AGS_LOGO_BLACK_4cf6df7f-da1b-440c-af1f-7745154f66d6_200x.png?v=1742986649,Gujarat,12,14
https://allthingsbaby.com,"{""emails"": [""care@allthingsbaby.com""], ""phones"": [""+918369996510""]}","{""instagram"": ""https://instagram.com/allthingsbabyindia"", ""facebook"": ""https://facebook.com/allthingsbabyindia"", ""twitter"": null, ""linkedin"": ""https://in.linkedin.com/in/akshayjalan"", ""youtube"": ""https://youtube.com/channel/UC649cJ_oz63-jx1AzfsihXg""}",Kids & Baby,"AllThingsBaby.com is India’s one-stop-shop to discover premium Global Baby Brands. Shop from the Official India Partner of iconic International Baby Brands like YOYO, Stokke, Beaba, ezpz & many more for 100% genuine products & care for your baby. Ready to Ship Pan-India.",https://allthingsbaby.com/cdn/shop/files/Logo-512x512.png?v=1777894995&width=200,Maharashtra,12,14
https://allurecosmetics.in,"{""emails"": [""cs@myallure.in""], ""phones"": [""+919057666555""]}","{""instagram"": ""https://instagram.com/allurecosmeticsindia"", ""facebook"": ""https://facebook.com/allurecosmeticsindia"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/channel/UCUJPlzEhPOTEeLS8BBefBTQ""}",Beauty & Skincare,Allure Cosmetics is the one stop shopping destination to buy top cosmetics brand products online at the best price in India.,https://www.allurecosmetics.in/cdn/shop/files/allurelogo.avif?v=1778216861&width=500,Rajasthan,12,15
https://amazeaura.com,"{""emails"": [""amazeaura.shop@gmail.com"", ""support@amazeaura.com""], ""phones"": [""+919152521557""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Kids & Baby,"Shop smart with amazeaura – it brings you amazing everyday products that add positive vibes to your space. Discover amazing everyday products for home, kitchen, kids, beauty, fitness & gadgets. Cash on Delivery & fast delivery across India.",https://amazeaura.com/cdn/shop/files/Logo.png?v=1766065235&width=500,,12,8
https://amdarts.in,"{""emails"": [""amdarts2@gmail.com""], ""phones"": [""+919166886351""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Furniture,"IntroductionWelcome to AMD Arts Furniture, your reliable destination for stylish and durable furniture. At AMD Art, we believe that furniture is more than just a necessity—it plays an important role in making your home comfortable, functional, and visually appealing. Our aim is to provide furniture that blends modern d",https://amdarts.in/cdn/shop/files/ChatGPT_Image_Jul_22_2026_03_38_22_PM.png?v=1784715411&width=500,Rajasthan,12,12
https://amlinearth.com,"{""emails"": [""amlinearth@gmail.com"", ""contactus@amlinearth.com""], ""phones"": [""+917230011122"", ""+919413016295""]}","{""instagram"": ""https://instagram.com/amlinearth"", ""facebook"": ""https://facebook.com/amlinearthoils"", ""twitter"": ""https://x.com/amlinearth"", ""linkedin"": null, ""youtube"": null}",Health & Wellness,"Amlin Earth offers premium cold-pressed oils, including almond, walnut, coconut, sesame, mustard, and groundnut oil. Pure, natural, and nutrient-rich. Shop now!",https://amlinearth.com/cdn/shop/files/Amlin_earth_450_x_150_px_1.png?v=1709192491&width=500,Rajasthan,12,9
https://ammae.in,"{""emails"": [""support@ammae.in""], ""phones"": [""+918008008808"", ""+918008188288""]}","{""instagram"": ""https://instagram.com/ammaefoods"", ""facebook"": ""https://facebook.com/ammaefoodproducts"", ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@AmmaeIn""}",Health & Wellness,"Shop healthy millet foods, multigrain porridges, infant nutrition mixes, diabetic-friendly blends, ready tiffin mixes, herbal beverages, and natural flours at Ammae. Wholesome ingredients, traditional recipes, and convenient cooking for modern families. Order nutritious foods online today.",https://ammae.in/cdn/shop/files/1000000195.png?v=1762570213&width=500,Telangana,12,14
https://amohafashion.in,"{""emails"": [""raveenakothari10@gmail.com""], ""phones"": [""+917000767228"", ""+919329480887""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Fashion,"Modern elegance, thoughtfully curated for you. Welcome to Amoha Fashion, a home boutique based in Indore, Madhya Pradesh, bringing together contemporary elegance and timeless Indian fashion for women who love to make every occasion special. At Amoha, we believe that the right outfit is more than just clothing — it is a",https://amohafashion.in/cdn/shop/files/download.png?v=1786186950&width=500,Madhya Pradesh,12,5
https://amoregelato.com,"{""emails"": [""ceo@amoregelato.com"", ""pr@amoregelato.com"", ""sales@amoregelato.com"", ""wecare@amoregelato.com""], ""phones"": []}","{""instagram"": ""https://instagram.com/amoregourmetgelato"", ""facebook"": ""https://facebook.com/amoregelato"", ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Food & Beverage,"Amore Gelato - Unique Flavours created with all natural ingredients, an unforgettable experience of taste. We offer a wide range of healthy gelato ice creams, preservative free & 100% natural.",https://amoregelato.com/cdn/shop/files/amore_logo.png?v=1675338873&width=1080,Maharashtra,12,11
https://ampkrafts.com,"{""emails"": [""info@ampkrafts.com"", ""support@ampkrafts.com""], ""phones"": [""+916358843723"", ""+917779016031""]}","{""instagram"": ""https://instagram.com/ampkrafts"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": ""https://youtube.com/@ampkrafts""}",Jewellery,"Discover personalised relationship gifts that feel like poetry—custom keychains, bracelets, and necklaces for boyfriend, girlfriend, wife, or husband. Crafted to hold names, memories, and little secrets of love. Premium finish, 3 colors, perfect for anniversaries, surprises, and everyday romance. Shop now.",https://www.ampkrafts.com/cdn/shop/files/amp_logo_with_website_png_41ee4479-0fc6-4b28-9040-f8dea737b381.png?v=1754131493&width=500,Gujarat,12,17
https://andamanaisle.com,"{""emails"": [""hello@andamanaisle.com""], ""phones"": [""+918971781677""]}","{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""youtube"": null}",Furniture,Discover handcrafted furniture made by Indian artisans using ethically sourced wood. Customize each piece to suit your space with timeless design and intentional craftsmanship.,https://andamanaisle.com/cdn/shop/files/67e96c8c814399e622c56704_AI_Square_File-p-800.png?v=1750962122&width=500,Karnataka,11,14
